Protein,CRC01-N,CRC01-T,CRC02-N_fixed
TMEM217B,11.0,14.0,20.0
TMEM218,5.0,8.0,9.0
TMEM219,17.0,24.0,29.0
TMEM220,9.0,6.0,7.0
TMEM221,15.0,17.0,17.0
TMEM222,12.0,8.0,18.0
TMEM223,26.0,31.0,32.0
TMEM225,9.0,12.0,25.0
TMEM225B,5.0,10.0,7.0
TMEM229A,27.0,29.0,34.0
TMEM229B,9.0,10.0,11.0
TMEM230,9.0,10.0,15.0
TMEM231,17.0,22.0,23.0
TMEM232,48.0,41.0,63.0
TMEM233,14.0,17.0,20.0
TMEM234,14.0,15.0,13.0
TMEM236,10.0,7.0,15.0
TMEM237,16.0,19.0,20.0
TMEM238,4.0,6.0,5.0
TMEM238L,9.0,8.0,9.0
TMEM239,8.0,4.0,12.0
TMEM240,9.0,9.0,11.0
TMEM242,7.0,7.0,14.0
TMEM243,4.0,3.0,11.0
TMEM244,2.0,2.0,2.0
TMEM245,45.0,38.0,66.0
TMEM247,30.0,28.0,41.0
TMEM248,28.0,28.0,42.0
TMEM25,20.0,23.0,23.0
TMEM250,8.0,9.0,10.0
TMEM252,8.0,6.0,5.0
TMEM253,,,4.0
TMEM254,4.0,4.0,4.0
TMEM255A,14.0,14.0,26.0
TMEM255B,1.0,2.0,7.0
TMEM256,2.0,3.0,6.0
TMEM259,34.0,31.0,54.0
TMEM26,20.0,24.0,36.0
TMEM260,64.0,73.0,70.0
TMEM263,14.0,13.0,19.0
TMEM265,3.0,1.0,4.0
TMEM266,35.0,33.0,55.0
TMEM267,4.0,7.0,8.0
TMEM268,15.0,20.0,24.0
TMEM269,13.0,15.0,19.0
TMEM270,14.0,12.0,25.0
TMEM271,5.0,5.0,5.0
TMEM272,5.0,5.0,8.0
TMEM273,6.0,7.0,7.0
TMEM275,15.0,15.0,16.0
TMEM276,5.0,5.0,5.0
TMEM278,3.0,3.0,4.0
TMEM30A,10.0,19.0,32.0
TMEM30B,29.0,32.0,41.0
TMEM30CP,13.0,14.0,22.0
TMEM31,10.0,10.0,10.0
TMEM33,25.0,25.0,34.0
TMEM35A,19.0,17.0,19.0
TMEM35B,7.0,6.0,8.0
TMEM37,11.0,9.0,10.0
TMEM38A,19.0,12.0,24.0
TMEM38B,32.0,30.0,40.0
TMEM39A,28.0,35.0,36.0
TMEM39B,32.0,32.0,39.0
TMEM40,27.0,22.0,48.0
TMEM41A,15.0,15.0,14.0
TMEM41B,18.0,17.0,20.0
TMEM42,,,4.0
TMEM43,36.0,42.0,59.0
TMEM44,23.0,26.0,29.0
TMEM45A,17.0,20.0,28.0
TMEM45B,9.0,12.0,14.0
TMEM47,3.0,5.0,6.0
TMEM50A,15.0,8.0,13.0
TMEM50B,7.0,6.0,11.0
TMEM51,9.0,12.0,12.0
TMEM52B,10.0,10.0,18.0
TMEM53,21.0,24.0,25.0
TMEM54,18.0,15.0,20.0
TMEM59,28.0,27.0,45.0
TMEM59L,10.0,12.0,27.0
TMEM60,5.0,2.0,8.0
TMEM61,12.0,7.0,13.0
TMEM62,67.0,68.0,103.0
TMEM63A,47.0,57.0,76.0
TMEM63B,66.0,65.0,94.0
TMEM63C,75.0,74.0,82.0
TMEM64,26.0,32.0,35.0
TMEM65,23.0,18.0,35.0
TMEM67,63.0,63.0,92.0
TMEM68,43.0,44.0,58.0
TMEM69,18.0,21.0,30.0
TMEM70,37.0,33.0,34.0
TMEM71,18.0,16.0,29.0
TMEM72,3.0,2.0,3.0
TMEM74,33.0,35.0,33.0
TMEM74B,31.0,27.0,36.0
TMEM78,4.0,6.0,7.0
TMEM79,32.0,29.0,47.0
TMEM80,3.0,3.0,4.0
TMEM81,18.0,22.0,28.0
TMEM82,24.0,26.0,34.0
TMEM86A,5.0,5.0,7.0
TMEM87A,38.0,32.0,50.0
TMEM87B,54.0,51.0,73.0
TMEM88,11.0,14.0,16.0
TMEM89,8.0,9.0,19.0
TMEM8B,17.0,12.0,18.0
TMEM9,19.0,18.0,25.0
TMEM91,12.0,7.0,14.0
TMEM92,10.0,11.0,22.0
TMEM94,89.0,89.0,128.0
TMEM95,29.0,26.0,37.0
TMEM97,9.0,7.0,17.0
TMEM98,25.0,30.0,35.0
TMEM9B,18.0,16.0,28.0
TMF1,146.0,155.0,234.0
TMIE,13.0,11.0,17.0
TMIGD1,45.0,40.0,55.0
TMIGD2,16.0,16.0,23.0
TMIGD3,21.0,23.0,36.0
TMLHE,64.0,65.0,84.0
TMOD1,26.0,26.0,43.0
TMOD2,33.0,36.0,36.0
TMOD3,32.0,35.0,49.0
TMOD4,18.0,13.0,31.0
TMPO,107.0,109.0,130.0
TMPPE,26.0,28.0,35.0
TMPRSS11A,35.0,27.0,41.0
TMPRSS11B,30.0,35.0,38.0
TMPRSS11D,21.0,18.0,30.0
TMPRSS11E,36.0,33.0,45.0
TMPRSS11F,32.0,37.0,53.0
TMPRSS12,29.0,30.0,29.0
TMPRSS13,76.0,77.0,95.0
TMPRSS15,64.0,64.0,88.0
TMPRSS2,16.0,18.0,27.0
TMPRSS3,34.0,30.0,51.0
TMPRSS4,32.0,35.0,43.0
TMPRSS5,40.0,53.0,55.0
TMPRSS6,65.0,77.0,84.0
TMPRSS7,105.0,108.0,141.0
TMPRSS9,93.0,83.0,111.0
TMSB10,9.0,9.0,11.0
TMSB15A,,,3.0
TMSB4X,4.0,3.0,5.0
TMSB4Y,3.0,3.0,7.0
TMT1A,38.0,34.0,44.0
TMT1B,19.0,20.0,38.0
TMTC1,70.0,74.0,103.0
TMTC2,63.0,68.0,102.0
TMTC3,83.0,93.0,131.0
TMTC4,63.0,62.0,77.0
TMUB1,3.0,4.0,6.0
TMUB2,18.0,18.0,25.0
TMX1,28.0,31.0,38.0
TMX2,53.0,50.0,67.0
TMX3,31.0,37.0,52.0
TMX4,27.0,29.0,44.0
TNC,157.0,182.0,243.0
TNF,19.0,24.0,26.0
TNFAIP1,42.0,46.0,69.0
TNFAIP2,78.0,81.0,117.0
TNFAIP3,86.0,96.0,149.0
TNFAIP6,46.0,44.0,55.0
TNFAIP8,14.0,20.0,18.0
TNFAIP8L1,17.0,23.0,32.0
TNFAIP8L2,14.0,11.0,16.0
TNFAIP8L3,28.0,26.0,24.0
TNFRSF10A,24.0,29.0,37.0
TNFRSF10B,45.0,49.0,71.0
TNFRSF10C,16.0,16.0,19.0
TNFRSF10D,30.0,33.0,35.0
TNFRSF11A,73.0,59.0,102.0
TNFRSF11B,51.0,53.0,71.0
TNFRSF12A,15.0,15.0,22.0
TNFRSF13B,40.0,40.0,38.0
TNFRSF13C,9.0,8.0,7.0
TNFRSF14,23.0,22.0,23.0
TNFRSF17,13.0,10.0,24.0
TNFRSF18,23.0,21.0,19.0
TNFRSF19,15.0,13.0,35.0
TNFRSF1A,39.0,41.0,65.0
TNFRSF1B,31.0,27.0,30.0
TNFRSF21,71.0,84.0,102.0
TNFRSF25,25.0,26.0,27.0
TNFRSF4,23.0,21.0,44.0
TNFRSF6B,26.0,21.0,30.0
TNFRSF8,68.0,62.0,94.0
TNFRSF9,15.0,17.0,28.0
TNFSF10,25.0,25.0,28.0
TNFSF11,33.0,35.0,48.0
TNFSF12,24.0,27.0,36.0
TNFSF13,24.0,31.0,30.0
TNFSF13B,8.0,11.0,17.0
TNFSF14,19.0,16.0,18.0
TNFSF15,22.0,19.0,29.0
TNFSF18,15.0,16.0,18.0
TNFSF4,18.0,20.0,29.0
TNFSF8,11.0,11.0,21.0
TNFSF9,17.0,16.0,25.0
TNIK,112.0,101.0,145.0
TNIP1,59.0,62.0,76.0
TNIP2,57.0,65.0,87.0
TNIP3,29.0,28.0,43.0
TNK1,94.0,92.0,116.0
TNK2,81.0,88.0,138.0
TNKS,145.0,146.0,194.0
TNKS1BP1,149.0,148.0,235.0
TNKS2,147.0,144.0,209.0
TNMD,38.0,37.0,55.0
TNN,148.0,171.0,207.0
TNNC1,20.0,19.0,22.0
TNNC2,24.0,26.0,31.0
TNNI1,19.0,19.0,26.0
TNNI2,17.0,16.0,19.0
TNNI3,29.0,28.0,30.0
TNNI3K,87.0,90.0,118.0
TNNT1,52.0,56.0,68.0
TNNT2,41.0,41.0,61.0
TNNT3,20.0,31.0,30.0
TNP2,16.0,20.0,17.0
TNPO1,63.0,63.0,102.0
TNPO2,67.0,79.0,84.0
TNPO3,65.0,70.0,107.0
TNR,73.0,70.0,109.0
TNRC18,247.0,235.0,314.0
TNRC6A,139.0,144.0,187.0
TNRC6B,178.0,175.0,239.0
TNRC6C,103.0,108.0,150.0
TNS1,163.0,181.0,266.0
TNS2,143.0,156.0,190.0
TNS3,109.0,97.0,142.0
TNS4,80.0,83.0,112.0
TNXA,7.0,9.0,9.0
TNXB,295.0,309.0,386.0
TOB1,21.0,15.0,27.0
TOB2,20.0,14.0,29.0
TOE1,30.0,32.0,48.0
TOGARAM1,176.0,175.0,240.0
TOGARAM2,151.0,148.0,198.0
TOLLIP,20.0,16.0,21.0
TOM1,30.0,32.0,40.0
TOM1L1,19.0,19.0,26.0
TOM1L2,31.0,28.0,56.0
TOMM20,5.0,4.0,6.0
TOMM20L,15.0,19.0,25.0
TOMM22,14.0,21.0,26.0
TOMM34,42.0,40.0,48.0
TOMM40,15.0,19.0,34.0
TOMM40L,38.0,37.0,43.0
TOMM5,8.0,7.0,13.0
TOMM6,1.0,2.0,2.0
TOMM7,5.0,6.0,7.0
TOMM70,61.0,66.0,93.0
TOMT,17.0,17.0,28.0
TONSL,105.0,105.0,157.0
TOP1,103.0,104.0,147.0
TOP1MT,58.0,64.0,110.0
TOP2A,164.0,188.0,229.0
TOP2B,179.0,178.0,220.0
TOP3A,80.0,87.0,103.0
TOP3B,116.0,106.0,144.0
TOP6BL,33.0,36.0,44.0
TOPAZ1,213.0,212.0,278.0
TOPBP1,174.0,188.0,248.0
TOPORS,103.0,120.0,152.0
TOR1A,61.0,68.0,78.0
TOR1AIP1,69.0,78.0,86.0
TOR1AIP2,61.0,57.0,84.0
TOR1B,57.0,53.0,62.0
TOR2A,44.0,48.0,69.0
TOR3A,59.0,57.0,74.0
TOR4A,42.0,39.0,61.0
TOX,15.0,13.0,23.0
TOX2,26.0,26.0,32.0
TOX3,24.0,26.0,29.0
TOX4,23.0,22.0,27.0
TP53,46.0,46.0,65.0
TP53AIP1,12.0,12.0,17.0
TP53BP1,169.0,169.0,231.0
TP53BP2,98.0,92.0,127.0
TP53I11,19.0,19.0,18.0
TP53I13,18.0,21.0,22.0
TP53I3,30.0,30.0,52.0
TP53INP1,1.0,1.0,5.0
TP53INP2,4.0,5.0,5.0
TP53RK,18.0,18.0,25.0
TP53TG3,17.0,12.0,19.0
TP53TG5,22.0,23.0,31.0
TP63,43.0,45.0,60.0
TP73,36.0,33.0,67.0
TPBG,38.0,30.0,43.0
TPBGL,31.0,33.0,45.0
TPCN1,50.0,40.0,60.0
TPCN2,35.0,27.0,52.0
TPD52,20.0,25.0,22.0
TPD52L1,31.0,29.0,45.0
TPD52L2,37.0,37.0,40.0
TPD52L3,24.0,24.0,30.0
TPGS1,35.0,42.0,40.0
TPGS2,37.0,32.0,45.0
TPH1,45.0,45.0,61.0
TPH2,70.0,68.0,85.0
TPI1,37.0,37.0,47.0
TPK1,15.0,16.0,23.0
TPM1,29.0,25.0,39.0
TPM2,40.0,47.0,48.0
TPM3,44.0,43.0,60.0
TPM4,29.0,29.0,34.0
TPMT,34.0,33.0,55.0
TPO,103.0,114.0,155.0
TPP1,21.0,22.0,38.0
TPP2,151.0,142.0,173.0
TPPP,14.0,18.0,26.0
TPPP2,21.0,19.0,35.0
TPPP3,34.0,30.0,42.0
TPR,286.0,301.0,433.0
TPRA1,11.0,9.0,9.0
TPRG1,25.0,21.0,46.0
TPRG1L,29.0,30.0,40.0
TPRKB,20.0,17.0,21.0
TPRN,57.0,56.0,79.0
TPRX1,15.0,16.0,28.0
TPRX2,35.0,37.0,41.0
TPRXL,18.0,21.0,27.0
TPSB2,21.0,23.0,28.0
TPSG1,22.0,21.0,36.0
TPST1,52.0,47.0,74.0
TPST2,26.0,30.0,50.0
TPT1,24.0,27.0,33.0
TPT1L,3.0,4.0,5.0
TPT1P8,10.0,11.0,16.0
TPTE,71.0,72.0,76.0
TPTE2,52.0,46.0,61.0
TPTE2P1,7.0,5.0,9.0
TPX2,132.0,129.0,165.0
TRA,13.0,15.0,18.0
TRA2A,39.0,31.0,43.0
TRA2B,24.0,23.0,32.0
TRABD,45.0,50.0,66.0
TRABD2A,57.0,56.0,59.0
TRABD2B,33.0,35.0,39.0
TRAC,17.0,17.0,22.0
TRADD,35.0,35.0,51.0
TRAF1,59.0,63.0,85.0
TRAF2,77.0,72.0,103.0
TRAF3,100.0,110.0,136.0
TRAF3IP1,57.0,66.0,93.0
TRAF3IP2,63.0,66.0,91.0
TRAF3IP3,81.0,74.0,112.0
TRAF4,58.0,67.0,84.0
TRAF5,71.0,78.0,124.0
TRAF6,69.0,65.0,89.0
TRAF7,77.0,75.0,104.0
TRAFD1,75.0,85.0,104.0
TRAIP,46.0,52.0,74.0
TRAJ3,1.0,1.0,1.0
TRAJ31,3.0,2.0,6.0
TRAJ42,3.0,3.0,4.0
TRAK1,108.0,107.0,149.0
TRAK2,96.0,103.0,120.0
TRAM1,6.0,7.0,13.0
TRAM1L1,5.0,4.0,13.0
TRAM2,14.0,23.0,25.0
TRANK1,351.0,347.0,497.0
TRAP1,94.0,107.0,133.0
TRAPPC1,27.0,32.0,30.0
TRAPPC10,118.0,113.0,154.0
TRAPPC11,99.0,110.0,127.0
TRAPPC12,47.0,42.0,60.0
TRAPPC13,31.0,34.0,41.0
TRAPPC14,65.0,71.0,84.0
TRAPPC2,11.0,13.0,14.0
TRAPPC2L,26.0,28.0,32.0
TRAPPC3,19.0,18.0,27.0
TRAPPC3L,28.0,28.0,32.0
TRAPPC4,34.0,32.0,42.0
TRAPPC5,25.0,22.0,26.0
TRAPPC6A,12.0,20.0,15.0
TRAPPC6B,32.0,33.0,40.0
TRAPPC8,166.0,167.0,241.0
TRAPPC9,115.0,108.0,170.0
TRARG1,11.0,16.0,13.0
TRAT1,9.0,12.0,11.0
TRAV1-1,2.0,2.0,3.0
TRAV1-2,6.0,5.0,9.0
TRAV10,12.0,11.0,15.0
TRAV12-1,5.0,7.0,14.0
TRAV12-2,17.0,15.0,18.0
TRAV12-3,5.0,2.0,5.0
TRAV13-1,13.0,13.0,11.0
TRAV13-2,3.0,5.0,12.0
TRAV14DV4,2.0,1.0,4.0
TRAV16,8.0,6.0,12.0
TRAV17,14.0,15.0,24.0
TRAV18,12.0,13.0,21.0
TRAV19,11.0,9.0,20.0
TRAV2,3.0,4.0,4.0
TRAV20,6.0,6.0,9.0
TRAV21,4.0,4.0,8.0
TRAV22,7.0,8.0,11.0
TRAV23DV6,8.0,11.0,12.0
TRAV24,8.0,10.0,12.0
TRAV25,7.0,6.0,10.0
TRAV26-1,14.0,9.0,15.0
TRAV26-2,13.0,18.0,21.0
TRAV27,7.0,6.0,7.0
TRAV29DV5,,2.0,5.0
TRAV3,11.0,10.0,16.0
TRAV30,1.0,3.0,12.0
TRAV34,15.0,19.0,19.0
TRAV35,6.0,8.0,10.0
TRAV36DV7,,4.0,2.0
TRAV39,13.0,13.0,15.0
TRAV4,5.0,,8.0
TRAV40,9.0,11.0,10.0
TRAV41,3.0,3.0,7.0
TRAV5,5.0,5.0,5.0
TRAV6,16.0,17.0,23.0
TRAV7,11.0,11.0,18.0
TRAV8-1,4.0,4.0,4.0
TRAV8-2,12.0,18.0,14.0
TRAV8-3,9.0,9.0,8.0
TRAV8-4,1.0,3.0,2.0
TRAV8-6,1.0,3.0,2.0
TRAV9-1,5.0,4.0,2.0
TRAV9-2,1.0,1.0,1.0
TRB,13.0,14.0,17.0
TRBC1,22.0,25.0,30.0
TRBC2,4.0,3.0,5.0
TRBJ1-1,1.0,,2.0
TRBJ1-2,1.0,4.0,3.0
TRBJ1-4,1.0,1.0,1.0
TRBJ1-5,,2.0,1.0
TRBJ1-6,,1.0,
TRBJ2-1,,1.0,
TRBJ2-2,3.0,3.0,4.0
TRBJ2-3,1.0,1.0,
TRBJ2-4,4.0,2.0,4.0
TRBJ2-5,2.0,3.0,4.0
TRBJ2-6,3.0,3.0,4.0
TRBJ2-7,2.0,3.0,2.0
TRBV10-1,19.0,20.0,24.0
TRBV10-2,14.0,11.0,14.0
TRBV10-3,9.0,12.0,19.0
TRBV11-1,2.0,1.0,2.0
TRBV11-2,4.0,4.0,5.0
TRBV11-3,4.0,2.0,2.0
TRBV12-3,26.0,32.0,42.0
TRBV12-4,7.0,7.0,14.0
TRBV12-5,20.0,20.0,25.0
TRBV13,6.0,6.0,11.0
TRBV14,19.0,26.0,20.0
TRBV16,20.0,16.0,24.0
TRBV17,23.0,28.0,29.0
TRBV18,18.0,13.0,19.0
TRBV19,9.0,8.0,9.0
TRBV2,4.0,6.0,4.0
TRBV20-1,12.0,11.0,17.0
TRBV23-1,11.0,14.0,15.0
TRBV24-1,14.0,16.0,15.0
TRBV25-1,,,2.0
TRBV27,5.0,7.0,11.0
TRBV28,6.0,8.0,13.0
TRBV29-1,,,2.0
TRBV3-1,24.0,22.0,21.0
TRBV30,,,2.0
TRBV4-1,6.0,5.0,6.0
TRBV4-2,9.0,14.0,18.0
TRBV4-3,7.0,7.0,9.0
TRBV5-1,6.0,5.0,5.0
TRBV5-5,2.0,4.0,3.0
TRBV5-8,,,1.0
TRBV6-1,2.0,5.0,6.0
TRBV6-2,4.0,6.0,9.0
TRBV6-4,18.0,17.0,18.0
TRBV6-5,4.0,4.0,3.0
TRBV6-6,4.0,5.0,4.0
TRBV6-7,4.0,6.0,11.0
TRBV6-8,12.0,10.0,15.0
TRBV6-9,17.0,16.0,20.0
TRBV7-1,6.0,9.0,17.0
TRBV7-2,8.0,5.0,7.0
TRBV7-3,15.0,16.0,17.0
TRBV7-4,17.0,15.0,19.0
TRBV7-6,4.0,3.0,5.0
TRBV7-7,10.0,13.0,15.0
TRBV7-8,4.0,4.0,10.0
TRBV7-9,7.0,7.0,9.0
TRBV9,2.0,1.0,1.0
TRDC,26.0,23.0,39.0
TRDMT1,44.0,46.0,62.0
TRDN,57.0,51.0,64.0
TRDV1,7.0,4.0,8.0
TRDV2,18.0,13.0,21.0
TRDV3,8.0,6.0,12.0
TREH,39.0,38.0,57.0
TREM1,17.0,20.0,25.0
TREM2,6.0,9.0,20.0
TREML1,7.0,8.0,8.0
TREML2,34.0,39.0,48.0
TREML4,20.0,24.0,20.0
TRERF1,57.0,64.0,78.0
TREX1,15.0,15.0,23.0
TREX2,27.0,32.0,40.0
TRGC1,13.0,11.0,37.0
TRGC2,33.0,34.0,48.0
TRGJ1,,,1.0
TRGV1,7.0,9.0,12.0
TRGV10,24.0,23.0,21.0
TRGV11,19.0,18.0,28.0
TRGV2,13.0,12.0,26.0
TRGV3,13.0,14.0,14.0
TRGV4,2.0,2.0,3.0
TRGV5,11.0,8.0,13.0
TRGV8,14.0,20.0,15.0
TRGV9,5.0,5.0,5.0
TRH,16.0,17.0,29.0
TRHDE,98.0,117.0,140.0
TRHR,19.0,22.0,32.0
TRIAP1,17.0,14.0,31.0
TRIB1,34.0,37.0,49.0
TRIB2,40.0,33.0,43.0
TRIB3,25.0,25.0,40.0
TRIL,69.0,68.0,84.0
TRIM10,39.0,37.0,63.0
TRIM11,55.0,45.0,70.0
TRIM13,44.0,35.0,56.0
TRIM14,53.0,65.0,74.0
TRIM15,32.0,42.0,50.0
TRIM16,68.0,72.0,98.0
TRIM16L,27.0,24.0,33.0
TRIM17,54.0,58.0,73.0
TRIM2,81.0,65.0,90.0
TRIM21,63.0,72.0,99.0
TRIM22,50.0,50.0,65.0
TRIM23,62.0,55.0,83.0
TRIM24,127.0,131.0,173.0
TRIM25,60.0,63.0,96.0
TRIM26,65.0,68.0,87.0
TRIM27,58.0,64.0,87.0
TRIM28,60.0,63.0,84.0
TRIM29,87.0,80.0,130.0
TRIM3,85.0,94.0,120.0
TRIM31,58.0,54.0,70.0
TRIM32,58.0,70.0,91.0
TRIM33,108.0,123.0,149.0
TRIM34,43.0,45.0,53.0
TRIM35,55.0,62.0,94.0
TRIM36,74.0,93.0,120.0
TRIM37,83.0,75.0,112.0
TRIM38,52.0,53.0,67.0
TRIM39,70.0,74.0,102.0
TRIM4,62.0,54.0,85.0
TRIM40,18.0,24.0,36.0
TRIM41,59.0,68.0,83.0
TRIM42,75.0,76.0,103.0
TRIM43,55.0,45.0,68.0
TRIM43B,8.0,7.0,7.0
TRIM44,16.0,15.0,25.0
TRIM45,95.0,98.0,116.0
TRIM46,78.0,74.0,105.0
TRIM47,37.0,32.0,52.0
TRIM48,35.0,34.0,57.0
TRIM49,42.0,48.0,57.0
TRIM49B,34.0,41.0,42.0
TRIM49C,7.0,6.0,8.0
TRIM49D1,34.0,34.0,52.0
TRIM5,45.0,48.0,61.0
TRIM50,65.0,74.0,99.0
TRIM51,39.0,44.0,56.0
TRIM51G,49.0,54.0,60.0
TRIM52,30.0,29.0,37.0
TRIM54,35.0,40.0,63.0
TRIM55,47.0,55.0,59.0
TRIM56,112.0,119.0,155.0
TRIM58,62.0,57.0,86.0
TRIM59,31.0,25.0,44.0
TRIM6,41.0,42.0,45.0
TRIM60,64.0,60.0,86.0
TRIM61,36.0,40.0,48.0
TRIM62,49.0,50.0,76.0
TRIM63,45.0,45.0,54.0
TRIM64,30.0,39.0,51.0
TRIM64B,15.0,13.0,23.0
TRIM64C,31.0,33.0,39.0
TRIM65,52.0,56.0,66.0
TRIM66,115.0,110.0,143.0
TRIM67,73.0,80.0,99.0
TRIM68,50.0,51.0,80.0
TRIM69,47.0,47.0,71.0
TRIM7,68.0,74.0,100.0
TRIM71,74.0,74.0,109.0
TRIM72,51.0,51.0,76.0
TRIM73,5.0,4.0,5.0
TRIM74,20.0,25.0,33.0
TRIM75,74.0,64.0,77.0
TRIM77,48.0,56.0,59.0
TRIM8,52.0,53.0,63.0
TRIM9,52.0,54.0,87.0
TRIML1,43.0,52.0,61.0
TRIML2,42.0,47.0,58.0
TRIO,251.0,262.0,365.0
TRIOBP,294.0,285.0,388.0
TRIP10,75.0,77.0,88.0
TRIP11,314.0,315.0,431.0
TRIP12,196.0,206.0,296.0
TRIP13,50.0,56.0,72.0
TRIP4,54.0,62.0,78.0
TRIP6,55.0,63.0,85.0
TRIQK,2.0,2.0,3.0
TRIR,25.0,24.0,29.0
TRIT1,58.0,64.0,75.0
TRMO,53.0,57.0,69.0
TRMT1,99.0,95.0,128.0
TRMT10A,44.0,49.0,74.0
TRMT10B,15.0,16.0,18.0
TRMT10C,80.0,86.0,103.0
TRMT11,42.0,43.0,73.0
TRMT112,10.0,16.0,20.0
TRMT13,76.0,69.0,110.0
TRMT1L,79.0,78.0,125.0
TRMT2A,70.0,59.0,99.0
TRMT2B,71.0,65.0,99.0
TRMT44,54.0,59.0,76.0
TRMT5,71.0,77.0,106.0
TRMT6,72.0,68.0,98.0
TRMT61A,22.0,27.0,26.0
TRMT61B,43.0,37.0,54.0
TRMT9B,39.0,57.0,65.0
TRMU,51.0,60.0,83.0
TRNAU1AP,12.0,14.0,31.0
TRNP1,17.0,15.0,24.0
TRNT1,46.0,50.0,64.0
TRO,44.0,48.0,56.0
TROAP,71.0,71.0,87.0
TRPA1,119.0,119.0,151.0
TRPC1,83.0,94.0,109.0
TRPC3,77.0,73.0,114.0
TRPC4,117.0,113.0,130.0
TRPC4AP,80.0,78.0,115.0
TRPC5,55.0,64.0,90.0
TRPC5OS,2.0,3.0,2.0
TRPC6,86.0,81.0,104.0
TRPC7,79.0,87.0,106.0
TRPM1,193.0,199.0,268.0
TRPM2,148.0,157.0,203.0
TRPM3,169.0,185.0,233.0
TRPM4,87.0,86.0,138.0
TRPM5,112.0,103.0,146.0
TRPM6,237.0,256.0,339.0
TRPM7,198.0,207.0,261.0
TRPM8,82.0,82.0,115.0
TRPS1,149.0,151.0,217.0
TRPT1,19.0,17.0,24.0
TRPV1,79.0,83.0,90.0
TRPV2,56.0,61.0,70.0
TRPV3,65.0,60.0,95.0
TRPV4,66.0,69.0,100.0
TRPV5,56.0,56.0,78.0
TRPV6,52.0,52.0,71.0
TRRAP,415.0,426.0,554.0
TRUB1,43.0,54.0,73.0
TRUB2,48.0,45.0,73.0
TSACC,6.0,7.0,5.0
TSBP1,60.0,71.0,94.0
TSC1,101.0,109.0,156.0
TSC2,169.0,177.0,253.0
TSC22D1,19.0,15.0,42.0
TSC22D2,16.0,19.0,24.0
TSC22D3,18.0,18.0,15.0
TSC22D4,40.0,40.0,64.0
TSEN15,6.0,8.0,5.0
TSEN2,69.0,71.0,91.0
TSEN34,23.0,21.0,34.0
TSEN54,53.0,56.0,83.0
TSFM,28.0,29.0,41.0
TSG101,21.0,27.0,39.0
TSGA10,143.0,144.0,210.0
TSGA10IP,62.0,51.0,74.0
TSGA13,33.0,38.0,40.0
TSHB,7.0,6.0,8.0
TSHR,54.0,66.0,86.0
TSHZ1,99.0,102.0,153.0
TSHZ2,117.0,115.0,165.0
TSHZ3,100.0,108.0,183.0
TSKS,76.0,89.0,114.0
TSKU,19.0,25.0,30.0
TSLP,14.0,14.0,17.0
TSN,32.0,33.0,51.0
TSNARE1,48.0,50.0,70.0
TSNAX,30.0,36.0,47.0
TSNAXIP1,122.0,116.0,164.0
TSPAN1,9.0,9.0,11.0
TSPAN10,23.0,19.0,28.0
TSPAN11,14.0,20.0,25.0
TSPAN12,21.0,22.0,26.0
TSPAN13,9.0,8.0,8.0
TSPAN14,19.0,21.0,22.0
TSPAN15,24.0,22.0,33.0
TSPAN16,26.0,24.0,26.0
TSPAN17,16.0,17.0,27.0
TSPAN18,8.0,8.0,14.0
TSPAN19,26.0,22.0,32.0
TSPAN2,11.0,14.0,31.0
TSPAN3,15.0,16.0,16.0
TSPAN31,10.0,10.0,14.0
TSPAN32,17.0,18.0,24.0
TSPAN33,16.0,18.0,19.0
TSPAN4,5.0,5.0,3.0
TSPAN5,17.0,17.0,21.0
TSPAN6,34.0,48.0,44.0
TSPAN7,1.0,1.0,4.0
TSPAN8,5.0,3.0,17.0
TSPAN9,5.0,4.0,13.0
TSPEAR,62.0,61.0,76.0
TSPO,7.0,11.0,12.0
TSPO2,9.0,10.0,13.0
TSPOAP1,153.0,141.0,211.0
TSPY1,12.0,17.0,25.0
TSPY2,1.0,2.0,1.0
TSPY26P,38.0,41.0,47.0
TSPY8,11.0,10.0,12.0
TSPYL1,29.0,31.0,47.0
TSPYL2,38.0,35.0,39.0
TSPYL4,30.0,33.0,57.0
TSPYL5,23.0,25.0,47.0
TSPYL6,57.0,53.0,76.0
TSR1,80.0,79.0,103.0
TSR2,4.0,7.0,14.0
TSR3,12.0,18.0,19.0
TSSC4,22.0,20.0,26.0
TSSK1B,60.0,56.0,69.0
TSSK2,38.0,36.0,61.0
TSSK3,30.0,32.0,50.0
TSSK4,52.0,65.0,64.0
TSSK6,28.0,30.0,37.0
TST,62.0,57.0,69.0
TSTD1,23.0,24.0,22.0
TSTD2,47.0,50.0,68.0
TSTD3,16.0,17.0,26.0
TTBK1,108.0,112.0,156.0
TTBK2,122.0,128.0,175.0
TTC1,31.0,33.0,41.0
TTC12,82.0,95.0,111.0
TTC13,80.0,71.0,126.0
TTC14,125.0,124.0,168.0
TTC16,82.0,87.0,133.0
TTC17,110.0,111.0,146.0
TTC19,42.0,39.0,62.0
TTC21A,149.0,174.0,234.0
TTC21B,166.0,156.0,207.0
TTC22,70.0,77.0,84.0
TTC23,56.0,65.0,78.0
TTC23L,33.0,36.0,52.0
TTC24,63.0,73.0,103.0
TTC27,69.0,73.0,106.0
TTC28,270.0,240.0,330.0
TTC29,49.0,48.0,84.0
